Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Home_Win
Wed Dec 1 2010,7:00p,Oklahoma City Thunder,123,New Jersey Nets,120,Box Score,3OT,13108,,0
Wed Dec 1 2010,7:00p,Washington Wizards,108,Toronto Raptors,127,Box Score,,15209,,1
Wed Dec 1 2010,7:30p,Portland Trail Blazers,95,Boston Celtics,99,Box Score,,18624,,1
Wed Dec 1 2010,7:30p,Detroit Pistons,72,Miami Heat,97,Box Score,,19600,,1
Wed Dec 1 2010,8:00p,Orlando Magic,107,Chicago Bulls,78,Box Score,,21435,,0
Wed Dec 1 2010,8:00p,Charlotte Bobcats,73,New Orleans Hornets,89,Box Score,,10866,,1
Wed Dec 1 2010,8:30p,Minnesota Timberwolves,86,Dallas Mavericks,100,Box Score,,19567,,1
Wed Dec 1 2010,8:30p,Los Angeles Lakers,99,Houston Rockets,109,Box Score,,18116,,1
Wed Dec 1 2010,9:00p,Milwaukee Bucks,94,Denver Nuggets,105,Box Score,,14221,,1
Wed Dec 1 2010,9:00p,Indiana Pacers,88,Utah Jazz,110,Box Score,,18732,,1
Wed Dec 1 2010,10:30p,San Antonio Spurs,85,Los Angeles Clippers,90,Box Score,,16584,,1
Thu Dec 2 2010,8:00p,Miami Heat,118,Cleveland Cavaliers,90,Box Score,,20562,,0
Thu Dec 2 2010,10:30p,Phoenix Suns,107,Golden State Warriors,101,Box Score,,18328,,0
Fri Dec 3 2010,7:00p,New Jersey Nets,84,Charlotte Bobcats,91,Box Score,OT,12183,,1
Fri Dec 3 2010,7:00p,Oklahoma City Thunder,99,Toronto Raptors,111,Box Score,,16774,,1
Fri Dec 3 2010,7:00p,Portland Trail Blazers,79,Washington Wizards,83,Box Score,,13408,,1
Fri Dec 3 2010,7:30p,Philadelphia 76ers,88,Atlanta Hawks,93,Box Score,,12140,,1
Fri Dec 3 2010,7:30p,Orlando Magic,104,Detroit Pistons,91,Box Score,,18433,,0
Fri Dec 3 2010,8:00p,Chicago Bulls,92,Boston Celtics,104,Box Score,,18624,,1
Fri Dec 3 2010,8:00p,Houston Rockets,127,Memphis Grizzlies,111,Box Score,,14577,,0
Fri Dec 3 2010,8:00p,New York Knicks,100,New Orleans Hornets,92,Box Score,,14020,,0
Fri Dec 3 2010,8:30p,Minnesota Timberwolves,101,San Antonio Spurs,107,Box Score,,18581,,1
Fri Dec 3 2010,9:00p,Los Angeles Clippers,104,Denver Nuggets,109,Box Score,,15829,,1
Fri Dec 3 2010,9:00p,Indiana Pacers,97,Phoenix Suns,105,Box Score,,16991,,1
Fri Dec 3 2010,10:30p,Sacramento Kings,80,Los Angeles Lakers,113,Box Score,,18997,,1
Fri Dec 3 2010,10:30p,Dallas Mavericks,93,Utah Jazz,81,Box Score,,19623,,0
Sat Dec 4 2010,7:30p,Atlanta Hawks,77,Miami Heat,89,Box Score,,19600,,1
Sat Dec 4 2010,7:30p,Charlotte Bobcats,91,Philadelphia 76ers,109,Box Score,,14611,,1
Sat Dec 4 2010,8:00p,Houston Rockets,116,Chicago Bulls,119,Box Score,OT,21232,,1
Sat Dec 4 2010,8:00p,Cleveland Cavaliers,95,Minnesota Timberwolves,129,Box Score,,14422,,1
Sat Dec 4 2010,8:30p,Orlando Magic,85,Milwaukee Bucks,96,Box Score,,16218,,1
Sat Dec 4 2010,10:00p,Dallas Mavericks,105,Sacramento Kings,103,Box Score,,12900,,0
Sun Dec 5 2010,1:00p,Boston Celtics,100,New Jersey Nets,75,Box Score,,16196,,0
Sun Dec 5 2010,1:00p,New York Knicks,116,Toronto Raptors,99,Box Score,,16891,,0
Sun Dec 5 2010,6:00p,Cleveland Cavaliers,92,Detroit Pistons,102,Box Score,,13081,,1
Sun Dec 5 2010,7:00p,Golden State Warriors,109,Oklahoma City Thunder,114,Box Score,,18203,,1
Sun Dec 5 2010,7:00p,New Orleans Hornets,84,San Antonio Spurs,109,Box Score,,17571,,1
Sun Dec 5 2010,8:00p,Memphis Grizzlies,107,Denver Nuggets,108,Box Score,,15017,,1
Sun Dec 5 2010,8:00p,Washington Wizards,108,Phoenix Suns,125,Box Score,,17430,,1
Sun Dec 5 2010,9:00p,Los Angeles Clippers,91,Portland Trail Blazers,100,Box Score,,20139,,1
Mon Dec 6 2010,7:00p,Toronto Raptors,100,Indiana Pacers,124,Box Score,,11930,,1
Mon Dec 6 2010,7:00p,Atlanta Hawks,80,Orlando Magic,74,Box Score,,18846,,0
Mon Dec 6 2010,7:30p,Minnesota Timberwolves,114,New York Knicks,121,Box Score,,19763,,1
Mon Dec 6 2010,8:00p,Oklahoma City Thunder,90,Chicago Bulls,99,Box Score,,21184,,1
Mon Dec 6 2010,8:00p,Miami Heat,88,Milwaukee Bucks,78,Box Score,,17167,,0
Mon Dec 6 2010,9:00p,Memphis Grizzlies,85,Utah Jazz,94,Box Score,,19131,,1
Mon Dec 6 2010,10:30p,Sacramento Kings,91,Los Angeles Clippers,98,Box Score,,14964,,1
Tue Dec 7 2010,7:00p,New Jersey Nets,101,Atlanta Hawks,116,Box Score,,14273,,1
Tue Dec 7 2010,7:00p,Denver Nuggets,98,Charlotte Bobcats,100,Box Score,,15737,,1
Tue Dec 7 2010,7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,117,Box Score,,10662,,1
Tue Dec 7 2010,8:30p,Golden State Warriors,100,Dallas Mavericks,105,Box Score,,19593,,1
Tue Dec 7 2010,8:30p,Detroit Pistons,83,Houston Rockets,97,Box Score,,14798,,1
Tue Dec 7 2010,10:00p,Phoenix Suns,99,Portland Trail Blazers,106,Box Score,,20151,,1
Tue Dec 7 2010,10:30p,Washington Wizards,108,Los Angeles Lakers,115,Box Score,,18997,,1
Wed Dec 8 2010,7:00p,Denver Nuggets,89,Boston Celtics,105,Box Score,,18624,,1
Wed Dec 8 2010,7:00p,Chicago Bulls,88,Cleveland Cavaliers,83,Box Score,,20562,,0
Wed Dec 8 2010,7:30p,Toronto Raptors,110,New York Knicks,113,Box Score,,19763,,1
Wed Dec 8 2010,8:00p,Indiana Pacers,95,Milwaukee Bucks,97,Box Score,,12789,,1
Wed Dec 8 2010,8:00p,Oklahoma City Thunder,111,Minnesota Timberwolves,103,Box Score,,13907,,0
Wed Dec 8 2010,8:00p,Detroit Pistons,74,New Orleans Hornets,93,Box Score,,10823,,1
Wed Dec 8 2010,8:30p,Golden State Warriors,94,San Antonio Spurs,111,Box Score,,16913,,1
Wed Dec 8 2010,9:00p,Memphis Grizzlies,104,Phoenix Suns,98,Box Score,OT,16288,,0
Wed Dec 8 2010,9:00p,Miami Heat,111,Utah Jazz,98,Box Score,,19911,,0
Wed Dec 8 2010,10:00p,Washington Wizards,91,Sacramento Kings,116,Box Score,,12308,,1
Wed Dec 8 2010,10:30p,Los Angeles Lakers,87,Los Angeles Clippers,86,Box Score,,19614,,0
Thu Dec 9 2010,8:00p,Boston Celtics,102,Philadelphia 76ers,101,Box Score,,17948,,0
Thu Dec 9 2010,8:30p,New Jersey Nets,89,Dallas Mavericks,102,Box Score,,19666,,1
Thu Dec 9 2010,10:30p,Orlando Magic,83,Portland Trail Blazers,97,Box Score,,20219,,1
Fri Dec 10 2010,7:00p,Charlotte Bobcats,92,Indiana Pacers,100,Box Score,,13128,,1
Fri Dec 10 2010,7:00p,Denver Nuggets,123,Toronto Raptors,116,Box Score,,14714,,0
Fri Dec 10 2010,7:00p,New York Knicks,101,Washington Wizards,95,Box Score,,18542,,0
Fri Dec 10 2010,8:00p,Los Angeles Lakers,84,Chicago Bulls,88,Box Score,,22760,,1
Fri Dec 10 2010,8:00p,Detroit Pistons,99,Minnesota Timberwolves,109,Box Score,,13988,,1
Fri Dec 10 2010,8:00p,Oklahoma City Thunder,97,New Orleans Hornets,92,Box Score,,14428,,0
Fri Dec 10 2010,8:30p,Houston Rockets,91,Milwaukee Bucks,97,Box Score,,14526,,1
Fri Dec 10 2010,8:30p,Atlanta Hawks,92,San Antonio Spurs,108,Box Score,,17576,,1
Fri Dec 10 2010,9:00p,Portland Trail Blazers,101,Phoenix Suns,94,Box Score,,17284,,0
Fri Dec 10 2010,9:00p,Orlando Magic,105,Utah Jazz,117,Box Score,,18765,,1
Fri Dec 10 2010,10:30p,Miami Heat,106,Golden State Warriors,84,Box Score,,20036,,0
Sat Dec 11 2010,3:30p,Memphis Grizzlies,84,Los Angeles Clippers,83,Box Score,,14970,,0
Sat Dec 11 2010,7:00p,Indiana Pacers,83,Atlanta Hawks,97,Box Score,,14131,,1
Sat Dec 11 2010,7:00p,Boston Celtics,93,Charlotte Bobcats,62,Box Score,,19603,,0
Sat Dec 11 2010,7:30p,Toronto Raptors,120,Detroit Pistons,116,Box Score,,13343,,0
Sat Dec 11 2010,8:00p,Minnesota Timberwolves,82,Chicago Bulls,113,Box Score,,21102,,1
Sat Dec 11 2010,8:30p,Utah Jazz,97,Dallas Mavericks,103,Box Score,,20074,,1
Sat Dec 11 2010,8:30p,Cleveland Cavaliers,95,Houston Rockets,110,Box Score,,15532,,1
Sat Dec 11 2010,10:00p,Miami Heat,104,Sacramento Kings,83,Box Score,,16396,,0
Sun Dec 12 2010,12:00p,Denver Nuggets,125,New York Knicks,129,Box Score,,19387,,1
Sun Dec 12 2010,12:00p,New Orleans Hornets,70,Philadelphia 76ers,88,Box Score,,13884,,1
Sun Dec 12 2010,1:00p,Los Angeles Lakers,99,New Jersey Nets,92,Box Score,,16561,,0
Sun Dec 12 2010,3:30p,Portland Trail Blazers,78,San Antonio Spurs,95,Box Score,,16743,,1
Sun Dec 12 2010,7:00p,Cleveland Cavaliers,77,Oklahoma City Thunder,106,Box Score,,18203,,1
Sun Dec 12 2010,9:30p,Orlando Magic,94,Los Angeles Clippers,85,Box Score,,18278,,0
Mon Dec 13 2010,7:30p,New Orleans Hornets,84,Miami Heat,96,Box Score,,19600,,1
Mon Dec 13 2010,8:00p,Indiana Pacers,73,Chicago Bulls,92,Box Score,,21287,,1
Mon Dec 13 2010,8:00p,Portland Trail Blazers,73,Memphis Grizzlies,86,Box Score,,10467,,1
Mon Dec 13 2010,8:30p,Milwaukee Bucks,103,Dallas Mavericks,99,Box Score,,19720,,0
Mon Dec 13 2010,9:00p,Golden State Warriors,95,Utah Jazz,108,Box Score,,19176,,1
Tue Dec 14 2010,7:00p,Toronto Raptors,91,Charlotte Bobcats,97,Box Score,,12482,,1
Tue Dec 14 2010,7:00p,Philadelphia 76ers,82,New Jersey Nets,77,Box Score,,10151,,0
Tue Dec 14 2010,7:00p,Los Angeles Lakers,103,Washington Wizards,89,Box Score,,16513,,0
Tue Dec 14 2010,7:30p,Atlanta Hawks,80,Detroit Pistons,103,Box Score,,12526,,1
Tue Dec 14 2010,8:30p,Sacramento Kings,105,Houston Rockets,118,Box Score,,13414,,1
Tue Dec 14 2010,9:00p,Orlando Magic,94,Denver Nuggets,111,Box Score,,16247,,1
Tue Dec 14 2010,10:30p,Minnesota Timberwolves,99,Golden State Warriors,108,Box Score,,17615,,1
Wed Dec 15 2010,7:00p,Los Angeles Lakers,109,Indiana Pacers,94,Box Score,,18165,,0
Wed Dec 15 2010,7:00p,Boston Celtics,118,New York Knicks,116,Box Score,,19763,,0
Wed Dec 15 2010,7:00p,Los Angeles Clippers,91,Philadelphia 76ers,105,Box Score,,11775,,1
Wed Dec 15 2010,7:00p,Chicago Bulls,110,Toronto Raptors,93,Box Score,,17750,,0
Wed Dec 15 2010,7:30p,Cleveland Cavaliers,95,Miami Heat,101,Box Score,,19899,,1
Wed Dec 15 2010,8:00p,Charlotte Bobcats,80,Memphis Grizzlies,113,Box Score,,12219,,1
Wed Dec 15 2010,8:00p,Sacramento Kings,91,New Orleans Hornets,94,Box Score,,13325,,1
Wed Dec 15 2010,8:00p,Houston Rockets,105,Oklahoma City Thunder,117,Box Score,,17997,,1
Wed Dec 15 2010,8:30p,Milwaukee Bucks,90,San Antonio Spurs,92,Box Score,,17644,,1
Wed Dec 15 2010,9:00p,Minnesota Timberwolves,122,Phoenix Suns,128,Box Score,,16977,,1
Wed Dec 15 2010,9:30p,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,19531,,1
Thu Dec 16 2010,7:00p,Washington Wizards,89,New Jersey Nets,97,Box Score,,10764,,1
Thu Dec 16 2010,8:00p,Atlanta Hawks,90,Boston Celtics,102,Box Score,,18624,,1
Thu Dec 16 2010,10:30p,San Antonio Spurs,113,Denver Nuggets,112,Box Score,,16190,,0
Fri Dec 17 2010,7:00p,Cleveland Cavaliers,99,Indiana Pacers,108,Box Score,,12021,,1
Fri Dec 17 2010,7:00p,Miami Heat,113,New York Knicks,91,Box Score,,19763,,0
Fri Dec 17 2010,7:00p,Los Angeles Lakers,93,Philadelphia 76ers,81,Box Score,,20366,,0
Fri Dec 17 2010,7:00p,New Jersey Nets,92,Toronto Raptors,98,Box Score,,14623,,1
Fri Dec 17 2010,7:30p,Charlotte Bobcats,85,Atlanta Hawks,90,Box Score,,15006,,1
Fri Dec 17 2010,7:30p,Los Angeles Clippers,109,Detroit Pistons,88,Box Score,,16046,,0
Fri Dec 17 2010,8:00p,Utah Jazz,71,New Orleans Hornets,100,Box Score,,14414,,1
Fri Dec 17 2010,8:00p,Sacramento Kings,87,Oklahoma City Thunder,102,Box Score,,18203,,1
Fri Dec 17 2010,8:30p,Memphis Grizzlies,87,Houston Rockets,103,Box Score,,14534,,1
Fri Dec 17 2010,9:30p,Phoenix Suns,91,Dallas Mavericks,106,Box Score,,20406,,1
Fri Dec 17 2010,10:00p,Minnesota Timberwolves,102,Portland Trail Blazers,107,Box Score,,20310,,1
Sat Dec 18 2010,7:00p,Philadelphia 76ers,97,Orlando Magic,89,Box Score,,18846,,0
Sat Dec 18 2010,7:00p,Miami Heat,95,Washington Wizards,94,Box Score,,20278,,0
Sat Dec 18 2010,7:30p,New York Knicks,102,Cleveland Cavaliers,109,Box Score,OT,20562,,1
Sat Dec 18 2010,8:00p,Los Angeles Clippers,100,Chicago Bulls,99,Box Score,,21760,,0
Sat Dec 18 2010,8:30p,Utah Jazz,95,Milwaukee Bucks,86,Box Score,,16004,,0
Sat Dec 18 2010,8:30p,Memphis Grizzlies,106,San Antonio Spurs,112,Box Score,OT,18581,,1
Sat Dec 18 2010,9:00p,Minnesota Timberwolves,113,Denver Nuggets,115,Box Score,,15409,,1
Sat Dec 18 2010,10:00p,Golden State Warriors,95,Portland Trail Blazers,96,Box Score,,20398,,1
Sun Dec 19 2010,1:00p,Indiana Pacers,88,Boston Celtics,99,Box Score,,18624,,1
Sun Dec 19 2010,1:00p,Atlanta Hawks,82,New Jersey Nets,89,Box Score,,11295,,1
Sun Dec 19 2010,1:00p,Los Angeles Lakers,120,Toronto Raptors,110,Box Score,,19935,,0
Sun Dec 19 2010,6:00p,New Orleans Hornets,108,Detroit Pistons,111,Box Score,OT,16452,,1
Sun Dec 19 2010,6:00p,Houston Rockets,102,Sacramento Kings,93,Box Score,,13599,,0
Sun Dec 19 2010,7:00p,Phoenix Suns,113,Oklahoma City Thunder,110,Box Score,,18203,,0
Mon Dec 20 2010,7:00p,Orlando Magic,81,Atlanta Hawks,91,Box Score,,16275,,1
Mon Dec 20 2010,7:00p,Utah Jazz,101,Cleveland Cavaliers,90,Box Score,,20562,,0
Mon Dec 20 2010,7:00p,New Orleans Hornets,93,Indiana Pacers,94,Box Score,,12271,,1
Mon Dec 20 2010,7:00p,Charlotte Bobcats,75,Washington Wizards,108,Box Score,,13825,,1
Mon Dec 20 2010,7:30p,Dallas Mavericks,98,Miami Heat,96,Box Score,,20178,,0
Mon Dec 20 2010,8:30p,Phoenix Suns,110,San Antonio Spurs,118,Box Score,,18581,,1
Mon Dec 20 2010,10:00p,Milwaukee Bucks,80,Portland Trail Blazers,106,Box Score,,20406,,1
Mon Dec 20 2010,10:30p,Houston Rockets,121,Golden State Warriors,112,Box Score,,19256,,0
Mon Dec 20 2010,10:30p,Minnesota Timberwolves,90,Los Angeles Clippers,113,Box Score,,16053,,1
Tue Dec 21 2010,7:00p,Oklahoma City Thunder,99,Charlotte Bobcats,81,Box Score,,16876,,0
Tue Dec 21 2010,7:00p,Dallas Mavericks,105,Orlando Magic,99,Box Score,,19057,,0
Tue Dec 21 2010,8:00p,Philadelphia 76ers,76,Chicago Bulls,121,Box Score,,21521,,1
Tue Dec 21 2010,8:00p,New Jersey Nets,101,Memphis Grizzlies,94,Box Score,,14113,,0
Tue Dec 21 2010,10:00p,Golden State Warriors,117,Sacramento Kings,109,Box Score,OT,13740,,0
Tue Dec 21 2010,10:30p,Milwaukee Bucks,98,Los Angeles Lakers,79,Box Score,,18997,,0
Wed Dec 22 2010,7:00p,Cleveland Cavaliers,84,Atlanta Hawks,98,Box Score,,12610,,1
Wed Dec 22 2010,7:00p,Detroit Pistons,115,Toronto Raptors,93,Box Score,,15303,,0
Wed Dec 22 2010,7:00p,Chicago Bulls,87,Washington Wizards,80,Box Score,,18011,,0
Wed Dec 22 2010,7:30p,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,18624,,1
Wed Dec 22 2010,7:30p,Oklahoma City Thunder,98,New York Knicks,112,Box Score,,19763,,1
Wed Dec 22 2010,8:00p,Utah Jazz,112,Minnesota Timberwolves,107,Box Score,,15809,,0
Wed Dec 22 2010,8:00p,New Jersey Nets,91,New Orleans Hornets,105,Box Score,,15423,,1
Wed Dec 22 2010,8:30p,Denver Nuggets,103,San Antonio Spurs,109,Box Score,,18581,,1
Wed Dec 22 2010,10:30p,Houston Rockets,97,Los Angeles Clippers,92,Box Score,,17470,,0
Thu Dec 23 2010,8:00p,San Antonio Spurs,101,Orlando Magic,123,Box Score,,18916,,1
Thu Dec 23 2010,10:00p,Milwaukee Bucks,84,Sacramento Kings,79,Box Score,,12360,,0
Thu Dec 23 2010,10:30p,Miami Heat,95,Phoenix Suns,83,Box Score,,18422,,0
Sat Dec 25 2010,12:00p,Chicago Bulls,95,New York Knicks,103,Box Score,,19763,,1
Sat Dec 25 2010,2:30p,Boston Celtics,78,Orlando Magic,86,Box Score,,19013,,1
Sat Dec 25 2010,5:00p,Miami Heat,96,Los Angeles Lakers,80,Box Score,,18997,,0
Sat Dec 25 2010,8:00p,Denver Nuggets,106,Oklahoma City Thunder,114,Box Score,,18203,,1
Sat Dec 25 2010,10:30p,Portland Trail Blazers,102,Golden State Warriors,109,Box Score,,19596,,1
Sun Dec 26 2010,3:00p,Phoenix Suns,103,Los Angeles Clippers,108,Box Score,,19060,,1
Sun Dec 26 2010,6:00p,Minnesota Timberwolves,98,Cleveland Cavaliers,97,Box Score,,20562,,0
Sun Dec 26 2010,6:00p,Chicago Bulls,95,Detroit Pistons,92,Box Score,OT,20765,,0
Sun Dec 26 2010,7:00p,Memphis Grizzlies,104,Indiana Pacers,90,Box Score,,12630,,0
Sun Dec 26 2010,7:00p,Atlanta Hawks,86,New Orleans Hornets,93,Box Score,,15626,,1
Sun Dec 26 2010,7:00p,Washington Wizards,80,San Antonio Spurs,94,Box Score,,18581,,1
Sun Dec 26 2010,8:00p,Philadelphia 76ers,95,Denver Nuggets,89,Box Score,,19155,,0
Mon Dec 27 2010,7:00p,Detroit Pistons,100,Charlotte Bobcats,105,Box Score,,14418,,1
Mon Dec 27 2010,7:00p,Orlando Magic,104,New Jersey Nets,88,Box Score,,11514,,0
Mon Dec 27 2010,8:00p,Toronto Raptors,85,Memphis Grizzlies,96,Box Score,,14971,,1
Mon Dec 27 2010,8:00p,Atlanta Hawks,95,Milwaukee Bucks,80,Box Score,,16751,,0
Mon Dec 27 2010,8:00p,New Orleans Hornets,98,Minnesota Timberwolves,113,Box Score,,11679,,1
Mon Dec 27 2010,8:00p,Dallas Mavericks,103,Oklahoma City Thunder,93,Box Score,,18203,,0
Mon Dec 27 2010,8:30p,Washington Wizards,93,Houston Rockets,100,Box Score,,18143,,1
Mon Dec 27 2010,9:00p,Portland Trail Blazers,96,Utah Jazz,91,Box Score,,19911,,0
Mon Dec 27 2010,10:00p,Los Angeles Clippers,100,Sacramento Kings,99,Box Score,,14590,,0
Mon Dec 27 2010,10:30p,Philadelphia 76ers,95,Golden State Warriors,110,Box Score,,19208,,1
Tue Dec 28 2010,7:00p,Orlando Magic,110,Cleveland Cavaliers,95,Box Score,,20562,,0
Tue Dec 28 2010,7:00p,Boston Celtics,95,Indiana Pacers,83,Box Score,,18165,,0
Tue Dec 28 2010,7:30p,New York Knicks,98,Miami Heat,106,Box Score,,20288,,1
Tue Dec 28 2010,8:00p,Milwaukee Bucks,77,Chicago Bulls,90,Box Score,,22091,,1
Tue Dec 28 2010,8:30p,Toronto Raptors,84,Dallas Mavericks,76,Box Score,,20027,,0
Tue Dec 28 2010,8:30p,Los Angeles Lakers,82,San Antonio Spurs,97,Box Score,,18581,,1
Tue Dec 28 2010,9:00p,Portland Trail Blazers,77,Denver Nuggets,95,Box Score,,17388,,1
Wed Dec 29 2010,7:00p,Golden State Warriors,93,Atlanta Hawks,103,Box Score,,15925,,1
Wed Dec 29 2010,7:00p,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,15287,,1
Wed Dec 29 2010,7:00p,Indiana Pacers,90,Washington Wizards,104,Box Score,,16108,,1
Wed Dec 29 2010,7:30p,Boston Celtics,92,Detroit Pistons,104,Box Score,,22076,,1
Wed Dec 29 2010,8:00p,Denver Nuggets,119,Minnesota Timberwolves,113,Box Score,,17093,,0
Wed Dec 29 2010,8:00p,Los Angeles Lakers,103,New Orleans Hornets,88,Box Score,,18018,,0
Wed Dec 29 2010,8:00p,New Jersey Nets,93,Oklahoma City Thunder,114,Box Score,,18203,,1
Wed Dec 29 2010,8:30p,Miami Heat,125,Houston Rockets,119,Box Score,,18409,,0
Wed Dec 29 2010,9:00p,Philadelphia 76ers,123,Phoenix Suns,110,Box Score,,18422,,0
Wed Dec 29 2010,10:00p,Memphis Grizzlies,98,Sacramento Kings,100,Box Score,,12636,,1
Wed Dec 29 2010,10:30p,Utah Jazz,103,Los Angeles Clippers,95,Box Score,,19060,,0
Thu Dec 30 2010,7:00p,New York Knicks,103,Orlando Magic,112,Box Score,,19090,,1
Thu Dec 30 2010,9:30p,San Antonio Spurs,99,Dallas Mavericks,93,Box Score,,20604,,0
Thu Dec 30 2010,10:00p,Utah Jazz,89,Portland Trail Blazers,100,Box Score,,20652,,1
Fri Dec 31 2010,3:00p,New Orleans Hornets,83,Boston Celtics,81,Box Score,,18624,,0
Fri Dec 31 2010,3:00p,Golden State Warriors,96,Charlotte Bobcats,95,Box Score,,16249,,0
Fri Dec 31 2010,3:00p,New Jersey Nets,81,Chicago Bulls,90,Box Score,,21792,,1
Fri Dec 31 2010,3:00p,Washington Wizards,86,Indiana Pacers,95,Box Score,,13043,,1
Fri Dec 31 2010,7:00p,Toronto Raptors,105,Houston Rockets,114,Box Score,,18121,,1
Fri Dec 31 2010,8:00p,Atlanta Hawks,94,Oklahoma City Thunder,103,Box Score,,18203,,1
Fri Dec 31 2010,9:00p,Detroit Pistons,75,Phoenix Suns,92,Box Score,,17637,,1
Fri Dec 31 2010,10:30p,Philadelphia 76ers,98,Los Angeles Lakers,102,Box Score,,18997,,1
Sat Jan 1 2011,7:00p,Cleveland Cavaliers,91,Chicago Bulls,100,Box Score,,21416,,1
Sat Jan 1 2011,7:00p,New Orleans Hornets,92,Washington Wizards,81,Box Score,,16026,,0
Sat Jan 1 2011,7:30p,Golden State Warriors,107,Miami Heat,114,Box Score,,20254,,1
Sat Jan 1 2011,8:00p,New Jersey Nets,88,Minnesota Timberwolves,103,Box Score,,12665,,1
Sat Jan 1 2011,8:30p,Oklahoma City Thunder,74,San Antonio Spurs,101,Box Score,,18581,,1
Sat Jan 1 2011,9:00p,Sacramento Kings,86,Denver Nuggets,104,Box Score,,17466,,1
Sat Jan 1 2011,9:00p,Dallas Mavericks,87,Milwaukee Bucks,99,Box Score,,13194,,1
Sat Jan 1 2011,9:00p,Memphis Grizzlies,92,Utah Jazz,98,Box Score,,19732,,1
Sun Jan 2 2011,1:00p,Indiana Pacers,92,New York Knicks,98,Box Score,,19763,,1
Sun Jan 2 2011,3:30p,Atlanta Hawks,107,Los Angeles Clippers,98,Box Score,,16750,,0
Sun Jan 2 2011,6:00p,Boston Celtics,93,Toronto Raptors,79,Box Score,,19986,,0
Sun Jan 2 2011,7:00p,Dallas Mavericks,104,Cleveland Cavaliers,95,Box Score,,20562,,0
Sun Jan 2 2011,9:00p,Houston Rockets,85,Portland Trail Blazers,100,Box Score,,20416,,1
Sun Jan 2 2011,9:00p,Phoenix Suns,89,Sacramento Kings,94,Box Score,,12500,,1
Sun Jan 2 2011,9:30p,Memphis Grizzlies,104,Los Angeles Lakers,85,Box Score,,18997,,0
Mon Jan 3 2011,7:00p,Miami Heat,96,Charlotte Bobcats,82,Box Score,,19233,,0
Mon Jan 3 2011,7:00p,Golden State Warriors,90,Orlando Magic,110,Box Score,,18846,,1
Mon Jan 3 2011,7:30p,Minnesota Timberwolves,93,Boston Celtics,96,Box Score,,18624,,1
Mon Jan 3 2011,8:00p,Philadelphia 76ers,77,New Orleans Hornets,84,Box Score,,13433,,1
Mon Jan 3 2011,9:00p,Houston Rockets,106,Denver Nuggets,113,Box Score,,17136,,1
Mon Jan 3 2011,9:00p,Detroit Pistons,97,Utah Jazz,102,Box Score,,19911,,1
Tue Jan 4 2011,7:30p,Milwaukee Bucks,89,Miami Heat,101,Box Score,,20215,,1
Tue Jan 4 2011,7:30p,San Antonio Spurs,115,New York Knicks,128,Box Score,,19763,,1
Tue Jan 4 2011,8:00p,Toronto Raptors,91,Chicago Bulls,111,Box Score,,21290,,1
Tue Jan 4 2011,8:00p,Oklahoma City Thunder,105,Memphis Grizzlies,110,Box Score,,12765,,1
Tue Jan 4 2011,8:30p,Portland Trail Blazers,81,Dallas Mavericks,84,Box Score,,19514,,1
Tue Jan 4 2011,10:00p,Atlanta Hawks,108,Sacramento Kings,102,Box Score,,11472,,0
Tue Jan 4 2011,10:30p,Detroit Pistons,83,Los Angeles Lakers,108,Box Score,,18997,,1
Wed Jan 5 2011,7:00p,Toronto Raptors,120,Cleveland Cavaliers,105,Box Score,,20562,,0
Wed Jan 5 2011,7:00p,Chicago Bulls,94,New Jersey Nets,96,Box Score,,15025,,1
Wed Jan 5 2011,7:00p,Milwaukee Bucks,87,Orlando Magic,97,Box Score,,18846,,1
Wed Jan 5 2011,7:00p,Washington Wizards,97,Philadelphia 76ers,109,Box Score,,12434,,1
Wed Jan 5 2011,7:30p,San Antonio Spurs,103,Boston Celtics,105,Box Score,,18624,,1
Wed Jan 5 2011,8:00p,Charlotte Bobcats,108,Minnesota Timberwolves,105,Box Score,OT,14881,,0
Wed Jan 5 2011,8:00p,Golden State Warriors,110,New Orleans Hornets,103,Box Score,,13532,,0
Wed Jan 5 2011,8:30p,Portland Trail Blazers,103,Houston Rockets,100,Box Score,,14125,,0
Wed Jan 5 2011,9:00p,Atlanta Hawks,110,Utah Jazz,87,Box Score,,19911,,0
Wed Jan 5 2011,10:30p,Denver Nuggets,93,Los Angeles Clippers,106,Box Score,,17540,,1
Wed Jan 5 2011,10:30p,Los Angeles Lakers,99,Phoenix Suns,95,Box Score,,18105,,0
Thu Jan 6 2011,8:00p,Oklahoma City Thunder,99,Dallas Mavericks,95,Box Score,,20282,,0
Thu Jan 6 2011,10:30p,Denver Nuggets,102,Sacramento Kings,122,Box Score,,13184,,1
Fri Jan 7 2011,7:00p,San Antonio Spurs,90,Indiana Pacers,87,Box Score,,14157,,0
Fri Jan 7 2011,7:00p,Chicago Bulls,99,Philadelphia 76ers,105,Box Score,,15303,,1
Fri Jan 7 2011,7:00p,New Jersey Nets,77,Washington Wizards,97,Box Score,,16017,,1
